상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,지번주소,도로명,도로명주소,경도,위도
MA010120220803824332,미드나잇,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 228-2,서울특별시 마포구 성미산로,서울특별시 마포구 성미산로 190-4,126.9260311,37.56284636
MA010120220803785884,다옴383,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 383-44,서울특별시 마포구 동교로38길,서울특별시 마포구 동교로38길 27-14,126.9261682,37.56196459
MA010120220804680420,탐,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 381-15,서울특별시 마포구 동교로32길,서울특별시 마포구 동교로32길 19,126.9253955,37.56059699
MA010120220804770087,포가레이,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 373-13,서울특별시 마포구 동교로,서울특별시 마포구 동교로 227-7,126.9235836,37.56066158
MA010120220804653719,밀라노식당,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 566-61,서울특별시 마포구 연남로1길,서울특별시 마포구 연남로1길 6-9,126.9222291,37.56118984
MA010120220804890086,버우드,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 385-6,서울특별시 마포구 동교로46길,서울특별시 마포구 동교로46길 23,126.9260497,37.56233294
MA010120220804965546,한공간,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 561-4,서울특별시 마포구 동교로27길,서울특별시 마포구 동교로27길 78,126.9204311,37.5610743
MA010120220805010668,여의주,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 260-45,서울특별시 마포구 동교로34길,서울특별시 마포구 동교로34길 8,126.9247911,37.56091586
MA010120220805041913,아이헤이트어니언,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 260-2,서울특별시 마포구 동교로38길,서울특별시 마포구 동교로38길 12,126.924947,37.56188139
MA010120220805091642,우뜸,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 383-99,서울특별시 마포구 연희로1길,서울특별시 마포구 연희로1길 59-2,126.926468,37.56157987
